attack_cat,confidence
2,0.6518525
0,0.8893095
0,0.8653107
0,0.8815391
2,0.6593003
0,0.88894016
0,0.9003986
0,0.8936631
0,0.8948996
2,0.65848774
2,0.6459966
2,0.64531994
0,0.8966603
2,0.67061317
2,0.6510225
0,0.88525695
0,0.89546406
0,0.8903139
0,0.88635486
2,0.6643343
0,0.8497697
0,0.8866604
2,0.6412114
0,0.89099437
2,0.6555597
0,0.8799752
0,0.89791995
0,0.8888857
2,0.6666698
2,0.66078174
2,0.64641625
0,0.8906207
2,0.6461025
2,0.65805036
0,0.8983804
0,0.8876322
0,0.89181393
2,0.65741557
0,0.8995617
0,0.8725408
2,0.6462795
0,0.8763977
0,0.8909836
2,0.67530316
0,0.8909028
0,0.8910059
2,0.65334684
2,0.6556868
2,0.6597804
0,0.8885114
2,0.66456896
2,0.64072865
0,0.8900733
0,0.8870899
2,0.65527326
0,0.89397
0,0.89319927
2,0.6513908
0,0.895004
0,0.89327955
0,0.8851245
0,0.8904661
2,0.64668316
0,0.89920086
2,0.66252863
0,0.90261126
0,0.8919887
2,0.6467995
0,0.874817
2,0.6566784
2,0.64427567
0,0.89582497
0,0.8996707
2,0.66525227
0,0.8952843
2,0.6533148
0,0.89023405
2,0.6473618
0,0.8858599
2,0.66773987
0,0.8951149
0,0.8840117
0,0.8932774
0,0.8909396
0,0.89555585
0,0.8920333
0,0.88577527
0,0.8888628
0,0.8856042
0,0.8924858
2,0.6605544
2,0.64635575
2,0.67016333
2,0.6505608
2,0.657242
2,0.65462774
0,0.893568
0,0.88706404
0,0.89175326
2,0.6318569
0,0.87946093
0,0.8925997
2,0.65236676
0,0.8886102
0,0.8824622
0,0.89675915
2,0.55868685
0,0.88449156
2,0.6555623
0,0.8891021
0,0.8871814
0,0.8983847
0,0.89677507
0,0.85760844
0,0.8790965
0,0.889309
0,0.89544636
0,0.8972426
2,0.67663974
0,0.90264785
0,0.8954329
2,0.6477361
2,0.65620995
0,0.88897055
2,0.6800528
0,0.89810693
0,0.8904366
0,0.87465006
0,0.8933716
2,0.65429866
0,0.8892511
0,0.8894281
0,0.88261384
2,0.66225004
0,0.89389783
0,0.8927543
2,0.6556091
2,0.6388847
0,0.8965668
0,0.89136505
2,0.6662943
0,0.87854105
2,0.6376016
2,0.6557765
2,0.6879789
0,0.8951933
0,0.8848382
0,0.8910608
2,0.603211
0,0.8756202
0,0.8711852
0,0.8973386
2,0.63263905
0,0.89276963
0,0.90166944
0,0.8905346
0,0.88612866
0,0.87397695
0,0.8889972
2,0.65209395
0,0.89742446
0,0.8742412
0,0.88178086
0,0.8801712
0,0.8845902
0,0.89047384
0,0.89240235
0,0.87061566
0,0.79561883
0,0.8184744
2,0.655327
0,0.89425033
0,0.8961828
0,0.8950375
0,0.89835036
0,0.8930989
0,0.8983795
0,0.83617634
2,0.6447501
2,0.6708135
0,0.8859125
0,0.8906663
0,0.86622816
0,0.88305396
2,0.6717324
0,0.8710112
0,0.87850326
0,0.8881803
0,0.8946831
0,0.8944609
0,0.891663
2,0.659574
0,0.89634013
0,0.8953321
0,0.8883276
2,0.65101963
0,0.8933071
0,0.8953297
2,0.6585285
2,0.6453773
0,0.8878766
0,0.89393175
2,0.64351344
2,0.64724433
0,0.89510995
2,0.65590686
2,0.63604903
0,0.8970648
0,0.89732856
2,0.6491747
0,0.87466383
0,0.8843809
2,0.68165594
0,0.896982
0,0.8846702
0,0.88922423
0,0.8804879
2,0.66449684
2,0.66257185
2,0.6548766
0,0.89117086
2,0.6532934
2,0.6606512
0,0.8733357
2,0.65804756
2,0.64572674
2,0.6643953
2,0.66666114
0,0.8914813
0,0.89334595
0,0.8931995
0,0.8950474
2,0.63917494
0,0.89045775
0,0.8857693
0,0.8937043
2,0.66490054
2,0.6462286
2,0.6699745
2,0.6635128
0,0.89121145
0,0.890147
0,0.88907456
2,0.64961016
2,0.63310814
0,0.9003104
0,0.89455515
2,0.66369313
0,0.8726728
0,0.8897946
0,0.8790827
0,0.896093
0,0.89359784
2,0.6492244
2,0.667725
2,0.6423571
0,0.887631
0,0.88959646
0,0.8844006
0,0.8864905
0,0.8905345
0,0.860001
2,0.66232276
0,0.8650831
0,0.8883379
0,0.8267306
0,0.8868112
0,0.8940537
0,0.8974057
0,0.8690693
0,0.8938829
2,0.66332465
0,0.89200133
0,0.88957816
0,0.88164043
0,0.885575
2,0.6614001
0,0.8817568
0,0.89445734
2,0.63760966
0,0.8874295
2,0.6492829
0,0.8860914
2,0.6503718
0,0.8857715
0,0.85926753
2,0.65846956
0,0.89559674
2,0.6576681
2,0.56646645
2,0.6541047
2,0.6469668
2,0.56409156
0,0.88649493
0,0.88275117
2,0.6319749
2,0.64216775
2,0.67121303
0,0.8888854
0,0.88952476
0,0.9008412
0,0.88156754
0,0.8772258
2,0.664002
0,0.8874923
0,0.8930595
2,0.6472059
0,0.8973564
0,0.89659256
2,0.64521945
0,0.87170184
0,0.8742924
0,0.88389313
0,0.89391994
2,0.6595972
0,0.88076466
0,0.8954691
0,0.8884995
0,0.89785594
2,0.6552112
0,0.8922558
0,0.891187
0,0.8491198
0,0.8904505
0,0.88921076
2,0.66010165
0,0.87400216
2,0.65329605
2,0.6600436
0,0.8737022
0,0.89178264
0,0.8907082
0,0.8885325
0,0.8882607
0,0.89455587
2,0.6509342
0,0.89149
2,0.6617465
0,0.88901424
2,0.6741504
0,0.8734806
0,0.8810003
0,0.88925797
0,0.893801
0,0.8881673
0,0.8877323
0,0.86363184
0,0.88400054
0,0.88353443
0,0.89459
0,0.89342064
0,0.86091936
0,0.8845515
2,0.6331735
0,0.88600403
0,0.89429903
0,0.89208364
0,0.8889241
2,0.67012846
0,0.87009037
0,0.89842165
0,0.8947144
0,0.89009637
0,0.88566625
0,0.8587963
0,0.888405
0,0.8938351
0,0.8929928
0,0.88566154
0,0.8871146
0,0.8859262
2,0.65835416
0,0.8733428
0,0.8942627
0,0.8959897
2,0.66328216
0,0.8859328
0,0.896072
0,0.841478
2,0.6593408
2,0.65325063
0,0.8831812
0,0.89207095
0,0.892165
2,0.6308223
0,0.8762444
2,0.6533694
0,0.8846359
2,0.6518311
0,0.8855963
0,0.8875454
0,0.8726218
0,0.89305407
0,0.89407986
2,0.64003986
2,0.65821344
2,0.65647876
2,0.64554876
2,0.7869129
0,0.87082285
2,0.6721233
0,0.8844924
0,0.88619655
0,0.8886999
0,0.89737684
0,0.87551796
2,0.6586929
2,0.65098566
0,0.888118
2,0.6616286
0,0.88605803
2,0.661369
0,0.888795
0,0.88044786
0,0.89087534
2,0.6560181
0,0.8889141
0,0.88365394
0,0.88202685
2,0.64602864
0,0.8975893
0,0.8973504
2,0.64625174
2,0.64467835
0,0.88954973
0,0.89225966
2,0.663702
2,0.66013587
0,0.8979821
0,0.87088436
0,0.8876289
0,0.8955894
0,0.8754875
0,0.8873222
0,0.8952049
2,0.65798676
0,0.88204753
2,0.7854595
0,0.8909813
2,0.6613933
2,0.6620161
0,0.88633925
0,0.8922925
0,0.89023936
0,0.89295596
2,0.65603834
0,0.8738327
0,0.8670057
0,0.8253397
0,0.888193
0,0.8928987
2,0.6606298
0,0.88968617
2,0.6648362
0,0.8998698
0,0.88639235
0,0.88911086
0,0.893706
2,0.6725223
0,0.86460227
0,0.8856454
0,0.888891
2,0.6649089
2,0.64361393
0,0.87838405
0,0.9001934
2,0.6557466
0,0.8685954
2,0.6578533
0,0.8752194
0,0.8923859
0,0.89494675
0,0.88749623
0,0.8926785
0,0.8911028
0,0.8994049
0,0.89179736
0,0.89014196
2,0.66579485
0,0.8958011
2,0.65532666
0,0.8922793
0,0.86251414
2,0.65784746
0,0.8869867
2,0.6525452
0,0.88716525
0,0.8915967
2,0.645666
0,0.8891645
0,0.88723123
0,0.8871288
2,0.6654208
0,0.8910791
0,0.8857545
2,0.6612677
2,0.6861415
0,0.8730443
0,0.8848403
0,0.89417017
2,0.6593404
0,0.88550055
2,0.67204607
2,0.6598789
0,0.88191974
0,0.8911382
2,0.63777214
0,0.89188457
2,0.64512634
0,0.89595777
2,0.64697075
0,0.89102167
0,0.8841776
0,0.89040464
0,0.8737809
0,0.89150745
2,0.65614814
0,0.84635794
2,0.65694463
0,0.8940962
0,0.89147955
0,0.88416404
2,0.6688915
0,0.8927415
2,0.6715069
0,0.8817336
0,0.898371
0,0.88663435
0,0.8920475
2,0.66140205
0,0.89625645
0,0.89105433
2,0.64864075
0,0.88620496
0,0.8842447
0,0.8940979
2,0.66985893
0,0.8887496
2,0.663466
0,0.884331
2,0.65917826
0,0.8626604
0,0.88571644
0,0.8889533
0,0.8764307
0,0.8870745
0,0.88363934
0,0.89919627
2,0.65978736
0,0.88722587
0,0.8933949
2,0.6369209
2,0.65708
0,0.866743
0,0.87079257
2,0.6604579
0,0.8824686
0,0.88995934
0,0.8525432
0,0.8809031
0,0.8852341
0,0.8720249
2,0.64566094
0,0.8964256
0,0.89214617
0,0.8880367
0,0.87536895
0,0.88512653
0,0.8845471
0,0.88074464
2,0.6398771
0,0.89465916
2,0.65948427
0,0.8849959
0,0.85922897
2,0.6623509
2,0.656828
2,0.6656009
0,0.88270605
2,0.6656424
0,0.8989986
0,0.8844147
0,0.8813503
0,0.8790983
0,0.8885312
2,0.60418475
0,0.8640813
2,0.65614223
0,0.89281845
0,0.8987123
0,0.89005774
0,0.8863081
0,0.86473835
2,0.6407661
0,0.8943035
2,0.6481645
0,0.89462185
2,0.6380933
0,0.8981613
0,0.8844879
0,0.8968272
0,0.8853244
0,0.8929422
0,0.88892996
0,0.8919386
0,0.8912406
0,0.8968138
0,0.89089334
0,0.88086486
2,0.6571424
0,0.8841033
0,0.88987726
0,0.89109236
0,0.8953977
2,0.6569092
0,0.8875331
0,0.8984745
0,0.8937864
0,0.88505834
0,0.8883476
0,0.89391637
2,0.6623669
0,0.88440007
0,0.89189094
2,0.6466564
0,0.8848959
0,0.8908797
0,0.89851147
0,0.8678275
0,0.8770273
2,0.63990587
0,0.89289147
2,0.65715635
0,0.8855236
0,0.8949539
0,0.8913927
2,0.6452226
0,0.8842776
0,0.8879198
0,0.8932654
0,0.8893506
2,0.6451363
2,0.56856775
2,0.67242825
2,0.65587896
2,0.66002667
2,0.6531172
0,0.8933145
0,0.8914197
0,0.89421296
0,0.8916255
0,0.89169306
2,0.6711653
2,0.66590416
0,0.88718057
0,0.89189255
0,0.8843983
0,0.89971393
2,0.6474021
0,0.8835262
0,0.89465135
0,0.88345283
0,0.8933825
2,0.68499446
2,0.66538024
2,0.6493893
2,0.65187836
0,0.8891312
2,0.6592599
0,0.87830365
2,0.66047573
2,0.62983376
2,0.66206896
0,0.8653299
2,0.66263765
2,0.6615374
0,0.87450093
0,0.8957805
2,0.6556179
0,0.8885288
0,0.88636166
2,0.63980275
0,0.8823434
2,0.6603361
0,0.88619447
0,0.89788276
2,0.652193
2,0.6285294
0,0.8817421
0,0.89220154
0,0.8932086
0,0.8686408
0,0.88958746
0,0.8980356
0,0.8957775
0,0.8797248
2,0.65418386
0,0.88586974
0,0.8894182
0,0.89152575
0,0.89460766
0,0.8944189
0,0.8880001
2,0.6566875
0,0.8867388
0,0.8923677
2,0.6535792
2,0.6332106
0,0.8838198
2,0.6618176
0,0.87863797
2,0.6719214
0,0.88596874
0,0.8874902
0,0.89082557
0,0.8949438
2,0.64704347
0,0.8911376
0,0.8686234
2,0.6522578
0,0.8940682
0,0.9017887
0,0.8788421
0,0.8541026
0,0.88822734
2,0.6488374
2,0.6641044
0,0.88836783
2,0.648638
2,0.66697484
0,0.89747846
0,0.8907382
0,0.89075637
0,0.88866156
2,0.6552652
0,0.8889162
2,0.6681857
0,0.84284425
0,0.89811254
0,0.886316
0,0.8984581
0,0.8565878
2,0.6676709
0,0.89425725
0,0.88546604
2,0.65470445
0,0.89577085
2,0.6537574
0,0.8826187
0,0.8881208
2,0.6444511
2,0.66382533
0,0.89051694
0,0.8978824
0,0.8976818
2,0.6736331
0,0.8377015
0,0.8593727
0,0.89190507
2,0.6347713
0,0.8860594
0,0.894923
0,0.8524879
2,0.65228546
0,0.89671624
0,0.8911343
0,0.89851576
0,0.88618857
0,0.86961156
0,0.88904536
0,0.8870003
2,0.6339268
0,0.88409424
2,0.6583142
0,0.8940903
2,0.6659476
2,0.6539508
0,0.88357073
0,0.87311876
0,0.8971708
0,0.89591956
0,0.8868848
0,0.89151776
2,0.6397057
2,0.65482634
0,0.8900877
0,0.883045
0,0.90058964
0,0.89331925
0,0.88860774
2,0.64915884
2,0.6480529
0,0.8935721
0,0.8985877
0,0.88854474
0,0.8991542
0,0.8771318
0,0.87314945
0,0.88639206
0,0.88367945
0,0.882865
0,0.8963526
0,0.89452535
0,0.88813996
0,0.8904484
0,0.84939206
2,0.6618375
0,0.888832
0,0.8877224
0,0.8840108
0,0.89348245
2,0.6578566
0,0.9006684
2,0.67415094
0,0.89264107
0,0.8971621
2,0.65867007
2,0.67054826
0,0.88764995
2,0.6501543
0,0.8923847
0,0.864104
2,0.6462679
0,0.89050955
0,0.8986729
0,0.89435196
2,0.65814185
2,0.67260283
2,0.65214324
0,0.89152694
2,0.64340955
0,0.8988752
0,0.88863194
2,0.65231436
0,0.8816108
0,0.8979013
0,0.8900629
0,0.8530555
2,0.66802394
2,0.66477627
0,0.8874009
0,0.89102554
2,0.6303761
0,0.8822655
2,0.64581275
0,0.87685394
0,0.8967097
0,0.88784856
0,0.893776
0,0.8945408
0,0.89109445
2,0.64911985
0,0.8984108
0,0.89413583
0,0.88849705
0,0.89316964
0,0.8797709
2,0.6746612
0,0.89224696
0,0.89192516
0,0.8887412
0,0.8867381
0,0.88537633
0,0.8975426
2,0.6452072
0,0.8942806
0,0.8893247
0,0.87917215
2,0.6428199
2,0.6565353
0,0.89175713
0,0.8845591
0,0.8960682
2,0.655576
0,0.8899702
0,0.9009063
0,0.86192507
0,0.8984999
0,0.86740744
0,0.8876042
0,0.8948852
2,0.66280675
0,0.87211156
0,0.8891761
0,0.843774
0,0.8852052
2,0.67460686
0,0.8364257
0,0.89155793
0,0.88820577
2,0.6416187
2,0.6696023
2,0.64077234
2,0.5694792
0,0.8968491
0,0.8847811
0,0.8799646
0,0.8545733
0,0.8868351
0,0.896183
2,0.66016185
2,0.64503866
0,0.8820708
0,0.88135886
0,0.8862674
0,0.89294356
0,0.8863971
0,0.89990044
2,0.6635654
0,0.8737869
0,0.8851138
2,0.6663832
2,0.65986913
2,0.6419381
2,0.63812727
0,0.8957266
0,0.88985765
2,0.6699392
0,0.88843054
0,0.86524755
0,0.8914502
2,0.63193756
2,0.6512155
0,0.8887774
2,0.6565873
2,0.6614339
0,0.8761975
0,0.8844798
0,0.8882542
0,0.8963363
0,0.8954968
0,0.8966058
0,0.8976911
2,0.6410995
0,0.87832874
0,0.89362216
2,0.66414154
0,0.89603835
0,0.89250785
0,0.8948619
0,0.887383
0,0.897197
0,0.89140946
2,0.64860666
0,0.89356196
0,0.8958446
2,0.6508858
2,0.65886
2,0.6302762
0,0.8818909
0,0.89097255
0,0.8885847
0,0.8995391
0,0.8835696
2,0.6660165
0,0.89235216
0,0.8957297
0,0.8909212
0,0.88380766
2,0.6631221
0,0.89021564
0,0.8796576
0,0.89293206
0,0.89121664
0,0.8873264
2,0.6627835
0,0.8909676
0,0.85274243
0,0.893956
0,0.89268905
0,0.8780528
0,0.8684672
0,0.89111716
0,0.8941307
0,0.8794377
0,0.89598334
0,0.8934807
2,0.65078443
0,0.8988462
0,0.891306
2,0.6490445
0,0.87083155
0,0.8947098
0,0.8816817
0,0.8920551
0,0.8883878
2,0.65010035
2,0.65196764
2,0.6578202
0,0.8951792
0,0.89912647
0,0.8850621
2,0.66624033
0,0.89423716
0,0.88816994
2,0.6575335
2,0.6442773
2,0.65636384
2,0.648959
0,0.882605
0,0.893848
0,0.8945626
0,0.8661847
0,0.8910613
0,0.8916398
0,0.892091
0,0.8649884
2,0.65488344
2,0.640094
0,0.8877234
2,0.64799005
0,0.8905087
0,0.886765
0,0.87564784
0,0.89676625
2,0.62612474
0,0.8828338
0,0.825935
2,0.6676902
0,0.898906
2,0.6599218
0,0.8847592
2,0.64678746
0,0.895638
0,0.88933784
0,0.88940763
0,0.88814354
0,0.8894477
2,0.6591808
2,0.65890986
0,0.8870322
2,0.64012355
0,0.8856459
2,0.64078164
0,0.8909616
2,0.65260804
0,0.8906345
0,0.88691473
0,0.8884867
0,0.8926181
0,0.8951881
2,0.6413859
0,0.8884665
2,0.6304994
0,0.89218783
0,0.88804406
0,0.8865854
0,0.89254034
0,0.8837706
0,0.8901161
0,0.87210286
2,0.65897954
0,0.87424606
0,0.8967539
0,0.8850014
0,0.8903088
2,0.68450487
2,0.64191103
0,0.8888071
0,0.8802454
0,0.87557846
0,0.8892153
2,0.66043425
2,0.6540284
2,0.6458067
0,0.89724374
0,0.89186317
0,0.889123
0,0.8882142
2,0.6605257
0,0.8642691
0,0.8963703
0,0.89204276
0,0.88286257
2,0.6505899
2,0.65976495
0,0.8711679
0,0.895369
2,0.65411335
0,0.89003277
0,0.8882904
0,0.8886532
0,0.89783925
0,0.88716847
2,0.66260713
0,0.88988405
2,0.65857303
2,0.6581172
0,0.8910346
0,0.8943102
0,0.8937172
0,0.8511254
0,0.8877376
2,0.64623463
0,0.8762873
2,0.6421105
2,0.64914274
2,0.64729
0,0.89488167
0,0.88002926
2,0.66775805
2,0.6527385
2,0.656176
0,0.877786
0,0.8899419
2,0.65052897
0,0.8705625
0,0.8936348
0,0.889296
0,0.8852272
0,0.87537616
2,0.6606874
2,0.6573061
2,0.6688274
2,0.65164393
2,0.64438796
2,0.6324763
0,0.8862238
0,0.89284956
0,0.8922976
0,0.89095813
0,0.86302197
0,0.8924738
2,0.6404461
2,0.63154316
0,0.89773804
2,0.6630278
2,0.6312919
2,0.64519083
0,0.8854278
2,0.6416852
0,0.88680935
2,0.6405758
0,0.8798143
2,0.6552657
0,0.8988689
0,0.8919206
2,0.6488172
0,0.89003384
0,0.8931292
0,0.87877274
0,0.8896211
0,0.8854843
0,0.89657724
2,0.6677478
2,0.65633374
0,0.89379907
2,0.65870917
2,0.64115244
0,0.886045
0,0.89304286
0,0.89727384
0,0.89356667
0,0.8962317
0,0.8800186
2,0.63378656
2,0.6493001
0,0.8830683
0,0.89482695
2,0.65470254
0,0.8861754
0,0.885543
0,0.880848
0,0.8596869
0,0.8849614
0,0.8899272
0,0.8884703
0,0.8913411
0,0.8792658
0,0.88857675
0,0.882832
0,0.8907127
0,0.88910246
0,0.885991
2,0.6452512
2,0.6521316
0,0.8851301
2,0.6724963
0,0.88812274
2,0.6595813
2,0.6554836
2,0.6626067
0,0.8813602
2,0.6553848
0,0.85121906
0,0.8872244
2,0.66982305
0,0.88821125
0,0.8724303
0,0.8949252
0,0.879811
0,0.8856956
0,0.8827628
0,0.8903575
2,0.67259675
0,0.83442914
2,0.65375537
0,0.89534444
2,0.6508169
0,0.89269143
0,0.8781269
0,0.89292455
0,0.87855357
0,0.8944944
0,0.88672346
0,0.89029473
2,0.6457061
0,0.8953521
0,0.88770103
2,0.6445045
2,0.6539212
0,0.86820096
0,0.85964507
0,0.89061856
0,0.8836049
0,0.8878197
2,0.6600738
0,0.88830626
2,0.6623748
2,0.64173967
2,0.6631369
0,0.8307689
0,0.88023686
2,0.6635059
0,0.89180845
2,0.66306394
0,0.89100355
0,0.8876632
2,0.65693194
0,0.88899
0,0.89428866
0,0.88950926
0,0.88316506
2,0.6487183
0,0.87902945
0,0.8755087
0,0.8939958
0,0.8766698
2,0.6403236
2,0.65695685
0,0.8906776
0,0.8948111
0,0.8863824
0,0.8935697
0,0.88732433
2,0.63909674
0,0.89516246
0,0.8930428
0,0.8881525
0,0.8771631
0,0.8931368
0,0.88504547
0,0.8909333
0,0.9007677
2,0.6796402
0,0.8908255
0,0.8860334
2,0.6639555
0,0.8897837
0,0.88490534
2,0.6641725
0,0.8945187
0,0.88279957
0,0.88980395
0,0.8971037
0,0.8922678
2,0.64780635
0,0.89233553
0,0.884415
0,0.8976908
0,0.8861277
0,0.89827436
2,0.65791684
0,0.8901878
0,0.89050806
0,0.8928992
0,0.8885574
0,0.86917126
0,0.87622654
2,0.6397271
2,0.65889406
2,0.6535192
2,0.6486592
2,0.66359043
0,0.8872955
2,0.64435023
2,0.6489421
0,0.89566296
0,0.87274307
2,0.6567297
0,0.884352
2,0.65986294
2,0.6467176
2,0.65688294
2,0.658235
0,0.8898554
0,0.8434588
2,0.6342216
2,0.6349031
0,0.89617103
0,0.83864814
2,0.6468356
0,0.89753586
0,0.8777349
0,0.8960608
0,0.8948424
0,0.88169134
2,0.662605
0,0.8954349
0,0.88450295
0,0.89214104
0,0.8913122
0,0.88731354
2,0.6477351
2,0.666899
0,0.8848738
0,0.8843346
2,0.6637119
0,0.8916042
0,0.8897912
2,0.650505
2,0.641756
0,0.8779549
0,0.8904405
2,0.6545174
0,0.89261746
0,0.8801858
0,0.8888191
2,0.663941
0,0.8827799
2,0.6672438
2,0.6643131
2,0.65159035
0,0.89691514
0,0.88786924
2,0.641097
2,0.6632659
0,0.88123184
2,0.6539899
0,0.88794196
0,0.8802811
2,0.661468
0,0.87858784
0,0.8909486
0,0.89609945
2,0.6606719
0,0.883755
0,0.9009143
2,0.6467379
0,0.87482166
0,0.9005233
2,0.66344994
0,0.89288557
2,0.672829
0,0.89232963
2,0.6555221
0,0.8891148
0,0.8728265
2,0.66086155
0,0.89272964
0,0.89764017
0,0.8897093
2,0.66457844
0,0.89802855
0,0.885014
0,0.8756145
0,0.89167875
0,0.89402235
0,0.88971704
2,0.646803
2,0.6687695
2,0.6548141
0,0.9005721
2,0.6374399
0,0.89397204
0,0.895611
2,0.65249914
0,0.89517415
0,0.89634293
0,0.8943958
2,0.6362884
0,0.884807
0,0.8930443
0,0.89584017
0,0.89129674
0,0.8825488
0,0.8882614
2,0.66949284
0,0.8932605
0,0.89846027
0,0.89661914
2,0.6513592
0,0.8945443
2,0.6453986
0,0.90111697
0,0.88733214
0,0.8918996
0,0.8928076
0,0.88834566
2,0.6544446
0,0.8615078
2,0.64868844
2,0.65651816
0,0.8807615
0,0.83198273
0,0.89826685
2,0.66499823
0,0.8842946
0,0.8847839
0,0.88143224
0,0.873388
0,0.8828542
2,0.6644321
2,0.65968114
0,0.8866
0,0.88501316
2,0.6520922
0,0.8958863
0,0.8910742
0,0.8964685
0,0.8899084
2,0.66590375
0,0.89345026
0,0.896856
0,0.864013
0,0.8951238
0,0.89374876
0,0.8836056
0,0.8597413
0,0.8779892
0,0.8936461
2,0.667973
0,0.88448966
2,0.6545373
2,0.6248985
0,0.8863505
2,0.62954384
2,0.6543463
2,0.63268536
0,0.889559
0,0.8850878
0,0.89875144
2,0.6480742
0,0.893013
0,0.89253825
0,0.895312
2,0.6578472
0,0.89721406
0,0.8713667
0,0.8798687
2,0.65139854
0,0.8957565
0,0.8614317
0,0.8822328
0,0.8704312
0,0.89324284
0,0.85041916
0,0.8724473
2,0.6606077
0,0.8826101
2,0.65967196
0,0.88513297
0,0.86752594
0,0.88493896
2,0.6741025
2,0.6567539
2,0.63386095
0,0.8973304
0,0.8970373
0,0.8928595
0,0.88503754
2,0.65621567
0,0.88309187
2,0.6428337
0,0.8972927
0,0.88661385
0,0.8831801
2,0.66496545
2,0.65571237
0,0.84688777
0,0.89240956
0,0.8958308
0,0.8937712
0,0.890768
2,0.6647118
0,0.88755
2,0.6674085
2,0.65856487
2,0.6455374
0,0.8807232
0,0.8784772
0,0.89411247
0,0.8939004
2,0.6478964
0,0.8732519
0,0.8864578
2,0.6537975
2,0.6548869
2,0.6605129
0,0.8865546
0,0.90004194
0,0.8935028
0,0.8873478
0,0.8908976
0,0.8772453
2,0.64690584
0,0.8913338
0,0.8910122
2,0.6481124
0,0.88803786
0,0.8913811
2,0.64717317
0,0.88496286
2,0.6514792
0,0.89364797
0,0.8869275
2,0.65289754
0,0.8883467
0,0.8896189
0,0.8862932
0,0.8934779
0,0.89865744
0,0.8942232
0,0.8779176
0,0.8831511
2,0.63048303
0,0.8950359
2,0.66707546
0,0.89631206
0,0.892609
2,0.6458522
0,0.8874602
0,0.8896589
2,0.6417523
0,0.89148855
2,0.6663749
0,0.88628876
2,0.6629644
2,0.6365635
0,0.8957382
0,0.8873907
0,0.89179593
2,0.67258495
0,0.8661448
2,0.6608554
2,0.6463902
0,0.88604325
2,0.6579144
2,0.65276974
0,0.8475853
0,0.88650805
0,0.89811474
0,0.8889409
0,0.89330745
2,0.6531549
0,0.8796727
0,0.8891008
0,0.89338696
2,0.66770226
2,0.65163535
0,0.8910864
0,0.900106
0,0.86598736
0,0.89340365
2,0.6674818
2,0.6565508
0,0.88919556
2,0.6461588
0,0.8911307
0,0.89606285
0,0.88850975
2,0.6436477
0,0.87863487
2,0.65516174
2,0.63416207
0,0.89056295
0,0.879282
0,0.8863165
2,0.67319494
0,0.8848217
0,0.8922704
2,0.6619074
2,0.65506715
2,0.5698445
0,0.8805806
0,0.90291464
0,0.8828878
0,0.88962615
0,0.88903964
2,0.6667982
0,0.87137395
0,0.86543494
0,0.8928554
0,0.8995153
0,0.898946
2,0.6467334
0,0.89410716
0,0.88953936
0,0.8865399
0,0.8864097
0,0.88894033
2,0.65197486
0,0.8854215
2,0.6430667
2,0.6370024
0,0.890152
2,0.5649851
0,0.8494074
2,0.64736074
0,0.89075834
0,0.89438176
2,0.6701259
0,0.8914499
0,0.8560397
0,0.89227724
0,0.8208062
0,0.8824139
0,0.8937081
0,0.88881344
0,0.8796379
0,0.8939306
2,0.64990044
2,0.6578754
0,0.8689509
0,0.8824348
0,0.8509452
0,0.8966474
2,0.65710515
0,0.8864906
0,0.87906694
0,0.8834283
0,0.8843375
0,0.88770497
2,0.65544206
2,0.6410224
2,0.6667622
0,0.88633496
0,0.8841015
2,0.66381985
0,0.8814719
0,0.88618004
0,0.8922138
2,0.64661646
2,0.64389724
0,0.8908821
0,0.8961587
2,0.6248026
0,0.8908184
2,0.65089476
2,0.6445304
0,0.83602786
0,0.8869241
0,0.8960703
0,0.8751137
0,0.8801022
0,0.88414603
0,0.877687
2,0.6653496
2,0.66498417
0,0.877244
0,0.89835656
2,0.64852554
2,0.6590863
0,0.89139766
2,0.6675955
2,0.63511115
0,0.8903472
2,0.64776546
2,0.6451575
0,0.8904188
2,0.66764474
0,0.8880007
0,0.8935341
0,0.88456345
0,0.890327
0,0.881098
2,0.64993155
0,0.8865234
2,0.56247807
2,0.63388526
0,0.885327
0,0.89056504
0,0.8912744
2,0.65058565
2,0.648267
2,0.63271266
0,0.8880792
0,0.86318344
0,0.88437295
0,0.844197
2,0.6631771
0,0.88640714
0,0.88399523
2,0.6601424
0,0.891144
2,0.6575172
0,0.8890517
2,0.65798503
0,0.87837607
0,0.9014467
0,0.87848157
0,0.87890446
0,0.8748869
2,0.6369087
0,0.8927703
0,0.8890671
0,0.8932696
0,0.8940241
0,0.8961625
0,0.8861138
0,0.87690645
2,0.64807063
0,0.89266616
0,0.8936801
2,0.665018
0,0.8867547
0,0.8975886
0,0.89157236
0,0.8891941
0,0.88324213
2,0.64196146
0,0.8899763
0,0.8882339
0,0.8850227
0,0.89814204
2,0.6700312
0,0.8831938
2,0.64938116
0,0.8900093
0,0.8954807
0,0.878825
0,0.89649093
2,0.6496893
0,0.8886536
0,0.8940362
2,0.6528944
0,0.8596433
2,0.6530376
0,0.8804169
0,0.8812029
2,0.65580916
2,0.63719714
2,0.6389568
0,0.8870264
0,0.8968167
0,0.8672713
2,0.6586621
2,0.65746623
2,0.67395866
0,0.89232403
2,0.6574316
0,0.8920565
0,0.8898308
0,0.8851463
2,0.6663832
0,0.8820541
2,0.63568556
0,0.88840777
0,0.897056
0,0.89328897
0,0.8865454
0,0.88691217
0,0.88379014
